id,average,average low CI,average high CI,difference,difference low CI,difference high CI,loyalty,loyalty low CI,loyalty high CI
53,6.879571248423708,4.560834620076728,9.198307876770688,1.0941046658259772,-1.0834751337373785,3.271684465389333,2.395899649312112,-4.6620977184649774,9.4538970170892
54,5.9644263408010865,1.088481708822397,10.840370972779777,1.5845989719716806,-2.272359078734757,5.4415570226781185,2.073896777826944,-2.9418276348004855,7.089621190454373
55,6.079340928489256,2.0566117406049447,10.102070116373568,1.5637733328385348,-1.9980162850759728,5.125562950753043,2.1900117843065545,-5.145951058444194,9.525974627057304
57,6.34669678147939,3.415724886901501,9.27766867605728,1.4180850205694926,-1.2201071277921598,4.056277168931145,2.2669836335375333,-4.92578945492707,9.459756722002137
59,6.9996150201374085,3.445461081771585,10.553768958503232,1.2132492300402749,-1.9124534736178986,4.338951933698448,1.9795990151248681,-2.1788114020540092,6.138009432303745
60,5.517536401317887,1.7087697529516706,9.326303049684103,1.525489779289333,-1.731275863656914,4.78225542223558,2.280877540301402,-5.544974550767439,10.106729631370243
61,5.466876355324594,-0.9422125572214357,11.875965267870622,1.7477093793345966,-2.0637709006688745,5.559189659338068,2.0645746783366272,-1.746299650803647,5.8754490074769015
62,7.284911029588233,4.003815163901129,10.566006895275338,1.149381149929715,-1.1651046321633334,3.4638669320227633,1.9291619816125405,-1.8621244569965574,5.720448420221638
63,6.282604820661108,1.991477230489318,10.573732410832898,1.38337525499594,-1.7625004490018972,4.529250958993777,2.244343690269814,-4.568117160501117,9.056804541040744
64,8.446703180956394,7.2277351646570835,9.665671197255705,0.4411207078154624,-0.43557083340113056,1.3178122490320554,1.4970040996531062,-0.43315490896719666,3.427163108273409
65,6.992256935092917,5.1151188585249985,8.869395011660835,0.9449007989945237,-0.7796551230947562,2.6694567210838036,2.897009102730819,-12.1074232991365,17.901441504598136
66,5.807550288366859,2.77427046180888,8.840830114924838,1.441043044028696,-1.145304929670263,4.0273910177276555,2.512347042452622,-6.481279588427527,11.505973673332772
68,4.054523809523809,-0.9231160793639805,9.0321636984116,1.5746768707482994,-2.4234595912701677,5.572813332766767,2.2716736207695876,-5.317199758676728,9.860547000215902
69,7.027239235551462,5.0000506348297264,9.054427836273197,0.8825466267556988,-0.8842907177625557,2.6493839712739535,2.5933002925897175,-5.279583080787626,10.46618366596706
70,6.167630467946216,3.72547435923198,8.609786576660452,1.1780253308262674,-1.0014060036262233,3.3574566652787583,2.8053744712615076,-9.851945575115643,15.46269451763866
71,7.580906496455642,5.417704531152962,9.744108461758321,0.8560775769478627,-1.0365583673951613,2.7487135212908864,2.281683237641787,-3.9114595390384497,8.474826014322023
72,6.523139172216134,2.9473083821497386,10.09896996228253,1.3673396274129648,-1.9841357538348505,4.71881500866078,2.223305064892471,-5.552019256852382,9.998629386637322
73,6.350923610942544,0.6864109809216483,12.01543624096344,1.4939922809913344,-1.8940936392342806,4.88207820121695,1.9045351578752716,-1.9902628448987554,5.799333160649299
74,6.607910936476752,0.4970642211263394,12.718757651827165,1.3652128356254094,-2.311228740945449,5.041654412196268,1.8983092988562904,-1.9906038454334538,5.787222443146034
75,6.187189386782766,1.9362922181513254,10.438086555414205,1.390356101367725,-1.875080667051109,4.655792869786559,2.261051263001486,-3.6579348442994664,8.180037370302438
76,6.03841461014681,1.2878421542344114,10.788987066059208,1.5336915023418742,-2.223064657182203,5.290447661865951,2.079302725263933,-2.848713077344668,7.007318527872535
77,6.2762246729930755,-4.848625753601237,17.401075099587388,1.4976917158245704,-4.51073590199198,7.506119333641122,1.6283998955886192,-0.9483990026266995,4.2051987938039375
78,4.9916331246273105,-0.9025834230605421,10.885849672315164,1.680884764460346,-2.2877701460768196,5.649539674997511,2.0608294930875575,-3.3283911798215566,7.450050165996672
80,6.585440765855604,4.052179005830159,9.118702525881048,1.1529317909852412,-0.8707591801426731,3.1766227621131558,2.590678929420275,-8.414584200607823,13.595942059448372
81,6.5325471368308206,2.167928218474696,10.897166055186945,1.3462838231523995,-1.8772264039193074,4.569794050224107,2.0403728184887537,-2.7541403782929628,6.83488601527047
82,7.11830303030303,2.943388830756411,11.293217229849649,0.9808754208754209,-1.151415656178799,3.1131664979296407,2.166744484650403,-3.667339650660356,8.000828619961162
84,6.950577278509877,3.492796915862104,10.40835764115765,1.0765704135762464,-1.3501646899066149,3.5033055170591076,2.22192,-3.5597758999905285,8.003615899990528
85,6.931957736350058,1.894929263106759,11.968986209593357,1.2650605742103225,-2.3721085372028394,4.902229685623484,1.9043455359494337,-2.683643472575705,6.492334544474572
87,5.400395108184384,-0.2944168530091984,11.095207069377967,1.726077140169332,-2.2932304023355963,5.745384682674261,1.997519542994588,-2.749693292545454,6.74473237853463
88,3.708360774777513,-1.1337461461693632,8.55046769572439,1.4214668085178244,-2.05689956482901,4.8998331818646585,2.3704815659901524,-5.815226711868673,10.556189843848978
89,5.890272292662648,-0.033716586336375975,11.814261171661673,1.609436707545209,-2.84838451133043,6.067257926420847,2.0451453834381907,-1.9068538080882753,5.997144574964657
90,4.113645321041178,-0.9427934316782087,9.170084073760563,1.5412546909539557,-2.121404141574264,5.203913523482175,2.3207269545852225,-9.12253164471792,13.763985553888364
